"Date","OCDNS"
1994-04-01,421.3
1994-05-01,409.6
1994-06-01,411.2
1994-07-01,410.3
1994-08-01,406.6
1994-09-01,406.1
1994-10-01,402.1
1994-11-01,403.9
1994-12-01,408.4
1995-01-01,406.5
1995-02-01,395
1995-03-01,395.2
1995-04-01,403.5
1995-05-01,383.8
1995-06-01,381.5
1995-07-01,379
1995-08-01,374.6
1995-09-01,372
1995-10-01,362.9
1995-11-01,362.5
1995-12-01,360.5
1996-01-01,351.1
1996-02-01,338.3
1996-03-01,337.7
1996-04-01,341.4
1996-05-01,320.4
1996-06-01,315.6
1996-07-01,306.9
1996-08-01,298
1996-09-01,291.5
1996-10-01,281.6
1996-11-01,277.3
1996-12-01,279.1
1997-01-01,277.3
1997-02-01,267.1
1997-03-01,263.2
1997-04-01,265
1997-05-01,251.3
1997-06-01,250.6
1997-07-01,246.6
1997-08-01,245.8
1997-09-01,246.4
1997-10-01,243.9
1997-11-01,244.3
1997-12-01,247.9
1998-01-01,248.8
1998-02-01,244.4
1998-03-01,250.3
1998-04-01,256.3
1998-05-01,244.7
1998-06-01,245.5
1998-07-01,243.8
1998-08-01,242.1
1998-09-01,241.3
1998-10-01,242.9
1998-11-01,248.6
1998-12-01,252.7
1999-01-01,253.9
1999-02-01,246
1999-03-01,250.5
1999-04-01,257.2
1999-05-01,246.6
1999-06-01,247.2
1999-07-01,241
1999-08-01,239.2
1999-09-01,237.7
1999-10-01,237.2
1999-11-01,239.6
1999-12-01,246
2000-01-01,245.5
2000-02-01,239.2
2000-03-01,244.2
2000-04-01,253.5
2000-05-01,241.6
2000-06-01,241
2000-07-01,237.2
2000-08-01,237.5
2000-09-01,235.9
2000-10-01,237.6
2000-11-01,236.8
2000-12-01,241.2
2001-01-01,242.9
2001-02-01,238
2001-03-01,247.4
2001-04-01,257.9
2001-05-01,248.7
2001-06-01,254.7
2001-07-01,256.7
2001-08-01,253.5
2001-09-01,253.2
2001-10-01,248.2
2001-11-01,250.1
2001-12-01,261.1
2002-01-01,262.1
2002-02-01,255.1
2002-03-01,262.1
2002-04-01,270.3
2002-05-01,263.4
2002-06-01,264.7
2002-07-01,264.8
2002-08-01,263.5
2002-09-01,266
2002-10-01,270.1
2002-11-01,272.5
2002-12-01,283.8
2003-01-01,282.3
2003-02-01,278.2
2003-03-01,287
2003-04-01,293.3
2003-05-01,288.5
2003-06-01,294.3
2003-07-01,296.6
2003-08-01,298.5
2003-09-01,302.3
2003-10-01,301.3
2003-11-01,301.4
2003-12-01,315.2
2004-01-01,315.4
2004-02-01,312.5
2004-03-01,325.3
2004-04-01,330.2
2004-05-01,321.7
2004-06-01,328.1
2004-07-01,324.3
2004-08-01,326.3
2004-09-01,320.3
2004-10-01,321.3
2004-11-01,325.1
2004-12-01,332.5
2005-01-01,325.6
2005-02-01,315.6
2005-03-01,326.2
2005-04-01,331.7
2005-05-01,324.5
2005-06-01,321.6
2005-07-01,315.9
2005-08-01,319.2
2005-09-01,314.9
2005-10-01,314.1
2005-11-01,316.5
2005-12-01,322.5
2006-01-01,321.1
2006-02-01,310
2006-03-01,322.3
2006-04-01,326.9
2006-05-01,317.3
2006-06-01,311.9
2006-07-01,306.2
2006-08-01,305.6
2006-09-01,300.4
2006-10-01,301.1
2006-11-01,300.9
2006-12-01,308.6
2007-01-01,310.8
2007-02-01,297.6
2007-03-01,313.4
2007-04-01,322.7
2007-05-01,313.2
2007-06-01,301.2
2007-07-01,297.4
2007-08-01,298.7
2007-09-01,296.8
2007-10-01,298.1
2007-11-01,294.7
2007-12-01,309.2
2008-01-01,310.3
2008-02-01,303.1
2008-03-01,314.9
2008-04-01,323.1
2008-05-01,313.3
2008-06-01,315.3
2008-07-01,312.3
2008-08-01,303.9
2008-09-01,307.4
2008-10-01,303.9
2008-11-01,298.1
2008-12-01,314.9
2009-01-01,312.8
2009-02-01,314.4
2009-03-01,329.2
2009-04-01,345.7
2009-05-01,337.2
2009-06-01,354.7
2009-07-01,353
2009-08-01,355.3
2009-09-01,356.4
2009-10-01,366.5
2009-11-01,373.2
2009-12-01,384.1
2010-01-01,372.5
2010-02-01,371.9
2010-03-01,390
2010-04-01,378.3
2010-05-01,370.2
2010-06-01,378.5
2010-07-01,369.6
2010-08-01,373.1
2010-09-01,374.5
2010-10-01,378.3
2010-11-01,393.7
2010-12-01,402.3
2011-01-01,399.1
2011-02-01,392.8
2011-03-01,407.5
2011-04-01,406.4
2011-05-01,398.8
2011-06-01,400.6
2011-07-01,393.8
2011-08-01,403.5
2011-09-01,398.6
2011-10-01,398.3
2011-11-01,404.9
2011-12-01,411.5
2012-01-01,414.1
2012-02-01,410.3
2012-03-01,424.9
2012-04-01,430.8
2012-05-01,420.2
2012-06-01,416.9
2012-07-01,419
2012-08-01,421.1
2012-09-01,418.5
2012-10-01,425
2012-11-01,422.4
2012-12-01,443.8
2013-01-01,451.4
2013-02-01,441.4
2013-03-01,453.7
2013-04-01,465.9
2013-05-01,451.3
2013-06-01,448.9
2013-07-01,454.2
2013-08-01,450.6
2013-09-01,453.8
2013-10-01,455.2
2013-11-01,453
2013-12-01,471.2
2014-01-01,475.1
2014-02-01,469.6
2014-03-01,483.9
2014-04-01,489.8
2014-05-01,474.6
2014-06-01,480.7
2014-07-01,478.2
2014-08-01,472.4
2014-09-01,466.6
2014-10-01,467.8
2014-11-01,465.6
2014-12-01,489.5
2015-01-01,490.1
2015-02-01,494.9
2015-03-01,510.9
2015-04-01,514.7
2015-05-01,498.1
2015-06-01,505.3
2015-07-01,502.3
2015-08-01,498
2015-09-01,499.3
2015-10-01,498.5
2015-11-01,498.7
2015-12-01,519.2
2016-01-01,514.6
2016-02-01,514.5
2016-03-01,530
2016-04-01,531.4
2016-05-01,523
2016-06-01,527.6
2016-07-01,522.3
2016-08-01,534.6
2016-09-01,532.7
2016-10-01,535
2016-11-01,537.3
2016-12-01,550.7
2017-01-01,561.6
2017-02-01,552.9
2017-03-01,578.6
2017-04-01,576.6
2017-05-01,576.9
2017-06-01,569.8
2017-07-01,565.5
2017-08-01,575.1
2017-09-01,569.6
2017-10-01,576.2
2017-11-01,584.5
2017-12-01,596.7
2018-01-01,608.6
2018-02-01,592.6
2018-03-01,617.9
2018-04-01,626.6
2018-05-01,612.3
2018-06-01,609.3
2018-07-01,608.7
2018-08-01,617.2
2018-09-01,611.7
2018-10-01,626.2
2018-11-01,617.8
2018-12-01,634.2
2019-01-01,640.4
2019-02-01,620.3
2019-03-01,649.8
2019-04-01,672.9
2019-05-01,654.4
2019-06-01,648.7
2019-07-01,654.1
2019-08-01,656
2019-09-01,659
2019-10-01,662.3
2019-11-01,655
2019-12-01,681.3
2020-01-01,682.7
2020-02-01,664.6
2020-03-01,714.2
2020-04-01,1015.2
2020-05-01,1067.5
2020-06-01,1146.7
2020-07-01,1186
2020-08-01,1185.7
2020-09-01,1137.3
2020-10-01,1167.7
2020-11-01,1233.8
2020-12-01,1345.3
2021-01-01,1403.6
